 店舗名,店舗住所,カテゴリー,電話番号,URL
mamma,〒636-0906 奈良県生駒郡平群町菊美台1-7-33,飲食店,0745-46-1085,http://www.tender-box.com
玉蔵院,〒636-0923 奈良県生駒郡平群町信貴山2280-1,旅館・ホテル,0745-72-2881,http://www.gyokuzo.com
ガスト 奈良平群,〒636-0933 奈良県生駒郡平群町平群町大字下垣内７５－１,飲食店,0745-46-1250,-
ごはんとカフェHANA,〒636-0935 奈良県生駒郡平群町光ケ丘1-8-20,飲食店,0745-47-1179,-
salon do tea HOTEIYA,〒636-8216 奈良県奈良市東向南町14ほていやビル,飲食店,0742-22-5563,-
インド料理レストラン シャクティ,〒637-0004 奈良県五條市今井2-150イオン五條店1F,飲食店,0747-23-5155,https://hitosara.com/0006133035
マクドナルド24号五條店,〒637-0004 奈良県五條市今井2-362-1,飲食店,0747-24-3474,-
四六時中  五條店,〒637-0004 奈良県五條市今井2-150イオン五條店1階,飲食店,0747-23-5294,-
すき家  24号五條今井店,〒637-0004 奈良県五條市今井1-11-57,飲食店,0120-498-007,-
ガスト 五條,〒637-0005 奈良県五條市須恵３丁目４－２２,飲食店,0747-26-2772,-
明徳庵,〒637-0006 奈良県五條市岡口一丁目4-5,飲食店,090-8985-3247,-
農家レストランばあく,〒637-0019 奈良県五條市小和町719,飲食店,0747-25-0701,http://baaku.jp
レストランよしの川/別館撫石庵,〒637-0031 奈良県五條市小島町449-1,飲食店,0747-23-0123,https://yoshino-gawa.jp/
お好みハウス わらべ,〒637-0041 奈良県五條市本町1丁目2番7号,飲食店,0747-23-2772,-
五條  源兵衛,〒637-0041 奈良県五條市本町2丁目5番17号,飲食店,0747-23-5566,http://genbei.info/
GOJO GIROCCO,〒637-0041 奈良県五條市本町2-2-2GOJO GIROCCO,飲食店,0747-23-2605,https://girocco.jp/
花ふぶき,〒637-0043 奈良県五條市新町2-1-33,飲食店,0747-25-1555,http://www.riversidehotel.co.jp/
柿の葉ずしヤマト五條本店,〒637-0043 奈良県五條市五條3-2-2,飲食店,0747-23-1955,http://www.kakinoha.com
レストランラミダンファンスアラメゾン,〒637-0071 奈良県五條市二見１－９－２８,飲食料品店,0747-24-2205,-
ミスターハート,〒637-0071 奈良県五條市二見3丁目9の5,飲食店,0747-25-0974,-
イタリア料理カンタレーレ,〒637-0082 奈良県五條市中之町1139,飲食店,0747-22-8777,-
寿司  いこ～屋,〒637-0084 奈良県五條市釜窪町1405,飲食店,0747-22-8111,https://www.iko-ya.com/
dining-kitchen-iki,〒637-0093 奈良県五條市田園2丁目2-8,飲食店,0747-25-1577,-
MotoDINER,〒637-0102 奈良県五條市西吉野町黒淵646-1,飲食店,090-3848-0646,-
農悠舎王隠堂,〒637-0105 奈良県五條市西吉野町湯塩１５４番地,飲食料品店,0747-26-1831,http://www.nouyusha.com
Cafe Restaurant 賀名生旧皇居,〒637-0117 奈良県五條市西吉野町賀名生１番,飲食店,0747-32-0080,https://kanau1318.jp
ロッジ星のくに,〒637-0417 奈良県五條市大塔町阪本249,旅館・ホテル,0747-35-0321,http://www.ootou.jp/hoshinokuni_stay.html
大塔郷土館,〒637-0417 奈良県五條市大塔町阪本283-1,飲食店,0747-35-0085,http://www.ootou.jp/kyodokan.html
昭和食堂,〒637-0423 奈良県吉野郡野迫川村柞原223,飲食店,090-7961-8242,https://www.facebook.com/nosegawa.syouwasyokudo/
つり橋の郷,〒637-1103 奈良県吉野郡十津川村上野地２８１,飲食店,0746-68-0013,-
道の駅  十津川郷,〒637-1333 奈良県吉野郡十津川村小原225-1,飲食店,0746-63-0003,-
ドライブイン長谷川,〒637-1554 奈良県吉野郡十津川村平谷643-7,飲食店,0746-64-0028,-
ごんた食堂,〒638-0011 奈良県吉野郡下市町伃邑2189,飲食店,0747-52-2619,-
ザ・トンネル,〒638-0015 奈良県吉野郡下市町広橋1337-1,飲食店,0747-58-0716,-
奈良の奥座敷市場,〒638-0022 奈良県吉野郡下市町丹生５４３,飲食店,0747-58-0027,-
おけ常,〒638-0041 奈良県吉野郡下市町下市13-1,飲食店,0747-52-2445,http://oketune.main.jp
森の交流館,〒638-0241 奈良県吉野郡黒滝村粟飯谷1,旅館・ホテル,0747-62-2770,-
かどや食堂,〒638-0301 奈良県吉野郡天川村川合269,飲食店,0747-63-0603,-
きらく九兵衛,〒638-0431 奈良県吉野郡天川村洞川４７,飲食店,0747-64-0600,-
純喫茶ルナ,〒638-0431 奈良県吉野郡天川村洞川212,飲食店,0747-64-0512,-
柿の葉寿し  柳豊,〒638-0431 奈良県吉野郡天川村洞川５２２,その他小売業,0747-64-0622,http://www.yanatoyo-kakinohazushi.jp
四季彩  植喜,〒638-0431 奈良県吉野郡天川村洞川539-3,飲食店,0747-64-0155,-
お食事処  魂龍,〒638-0431 奈良県吉野郡天川村洞川15番地,飲食店,0747-68-9166,-
プチホテル&中華料理  彰武,〒638-0431 奈良県吉野郡天川村洞川293-4,飲食店,0747-64-0802,https://travel.rakuten.co.jp/HOTEL/144962/144962.html
空,〒638-0431 奈良県吉野郡天川村洞川３４０−３,飲食店,0747-64-0280,-
みやそい,〒638-0431 奈良県吉野郡天川村洞川530-5,飲食店,0747-64-0051,-
桝田商店  道の駅吉野路大淀センター内,〒638-0801 奈良県吉野郡大淀町芦原5361道の駅吉野路大淀センター内,飲食店,0747-54-5361,-
ドライブイン169,〒638-0801 奈良県吉野郡大淀町芦原49,飲食店,0747-52-9394,-
道の駅大淀ｉセンター  レストランときん,〒638-0801 奈良県吉野郡大淀町芦原536-1,飲食店,0747-54-5364,-
cafeやまぶき,〒638-0812 奈良県吉野郡大淀町桧垣本１２４９,飲食店,0747-52-2666,https://www.mine3.com/yamabuki
割烹  三笠,〒638-0821 奈良県吉野郡大淀町下渕151-1,飲食店,0747-52-2562,https://www.mikasa2562.com
マクドナルド大淀オークワ店,〒638-0821 奈良県吉野郡大淀町下渕645-5,飲食店,0747-54-2057,-
はなまるうどんミナーラ店,〒638-8012 奈良県奈良市二条大路南1-3-1ミ・ナーラ  １F,飲食店,0742-93-4870,-
サーティーワンアイスクリーム  ラスパ西大和店,〒639-0200 奈良県北葛城郡上牧町ささゆり台1-1,飲食店,0745-79-6631,https://www.31ice.co.jp/
やきとりの扇屋  奈良片岡台店,〒639-0201 奈良県北葛城郡上牧町片岡台1-1-8,飲食店,0745-34-1147,https://tabelog.com/nara/A2903/A290301/29010388/
ナナツモリ,〒639-0201 奈良県北葛城郡上牧町片岡台1-19-4,飲食店,0745-72-2523,https://nana-tsumori.com
地鶏やきとり  ぢどりや上牧店,〒639-0212 奈良県北葛城郡上牧町服部台5-1-10,飲食店,0745-76-5009,-
やきとり大吉上牧店,〒639-0212 奈良県北葛城郡上牧町服部台1-4-19-2,飲食店,0745-78-3153,http://www.eonet.ne.jp/~daikichikannmaki/
海鮮れすとらん  魚輝水産  奈良上牧店,〒639-0214 奈良県北葛城郡上牧町上牧3388,飲食店,0745-71-7309,https://uoteru.co.jp/stores/320/
まほろば珈琲 ささゆり台店,〒639-0214 奈良県北葛城郡上牧町上牧3146,飲食店,0745-79-1152,-
和食さと  西大和店,〒639-0214 奈良県北葛城郡上牧町大字上牧2808-15,飲食店,0745-76-1070,-
来来亭  上牧店,〒639-0217 奈良県北葛城郡上牧町中筋出作241-2,飲食店,0745-77-5305,-
本家さぬきや  奈良西大和店,〒639-0218 奈良県北葛城郡上牧町ささゆり台３丁目１－１天然温泉虹の湯  西大和店内,飲食店,0745-71-4666,-
大阪王将  ラスパ（旧アピタ）西大和店,〒639-0218 奈良県北葛城郡上牧町ささゆり台一丁目１番１号ラスパ西大和店,飲食店,0745-43-7808,-
モスバーガーラスパ（旧アピタ）西大和店,〒639-0218 奈良県北葛城郡上牧町ささゆり台一丁目１番１号ラスパ西大和店,飲食店,0745-71-3900,-
サーティンワンアイスクリーム  エコール・マミ店,〒639-0223 奈良県香芝市真美ケ丘6-10エコールマミ南館2F,飲食店,0745-78-0289,http://www.31ice.co.jp
珈琲館 エコール・マミ店,〒639-0223 奈良県香芝市真美ケ丘6丁目10 エコール・マミ南館2F,飲食店,0745-71-5875,-
広島風お好み焼き  ごんちゃん,〒639-0223 奈良県香芝市真美ケ丘６丁目２－５,飲食店,0745-76-8368,https://mamigaoka-gonchan.com/
あほや真美ケ丘店,〒639-0223 奈良県香芝市真美ケ丘6-10エコールマミ南館2F,飲食店,080-5719-0243,-
マクドナルドエコールマミ店,〒639-0223 奈良県香芝市真美ケ丘6-10南館2F,飲食店,0745-78-1098,-
大阪うどんきらく  真美ケ丘店,〒639-0223 奈良県香芝市真美ケ丘6-10エコール・マミ南館2階,飲食店,0745-71-3700,http://www.kiraku-g.co.jp/
かっぱ寿司  香芝店,〒639-0224 奈良県香芝市別所59-1,飲食店,0745-71-8201,https://www.kappasushi.jp
焼鳥とお茶漬け  風神  五位堂店,〒639-0225 奈良県香芝市瓦口57-5,飲食店,0745-78-7886,-
個室焼肉  小風神  五位堂店,〒639-0225 奈良県香芝市瓦口2251-1倭ビル1階,飲食店,0745-77-9917,-
酒と肴  咲楽,〒639-0225 奈良県香芝市瓦口41,飲食店,0745-77-1983,-
残心屋,〒639-0225 奈良県香芝市瓦口2250-1笑美縁１階,飲食店,0745-76-1061,-
ビッグボーイ 香芝五位堂,〒639-0225 奈良県香芝市瓦口159-3,飲食店,0745-79-2308,https://www.bigboyjapan.co.jp/
焼き小屋  炎宴～en・en～,〒639-0225 奈良県香芝市瓦口32-7シャトー真美ケ丘1階,飲食店,0745-60-2388,https://www.facebook.com/kitenekitene.enen/
マクドナルド五位堂駅前店,〒639-0225 奈良県香芝市瓦口2303,飲食店,0745-71-2115,https://map.mcdonalds.co.jp/map/29532
喜MAMA屋,〒639-0225 奈良県香芝市瓦口２３０２,飲食店,090-5367-4444,-
CAFE&BAR Woodstock,〒639-0225 奈良県香芝市瓦口2238シャーメゾン秋山103,飲食店,0745-49-0940,http://www.cafe-bar-woodstock.com/
やきにく・や,〒639-0227 奈良県香芝市鎌田389-8,飲食店,0745-71-8929,http://yakinikuya-kashiba.com
マガジーノ,〒639-0227 奈良県香芝市鎌田１７２－１,飲食店,0745-79-8815,-
和のごちそう  暖丸,〒639-0227 奈良県香芝市鎌田419-21,飲食店,0745-78-5039,https://r.gnavi.co.jp/b2wjb0z80000/?sc_lid=smp_top_01
大阪王将奈良下田店,〒639-0231 奈良県香芝市下田西4-202-1,飲食店,0745-71-3066,https://www.osaka-ohsho.com/
Good Job Coffee,〒639-0231 奈良県香芝市下田西2-8-1Good Job! センター香芝,飲食店,0745-44-8229,http://goodjobcenter.com/
和食麺処サガミ香芝店,〒639-0231 奈良県香芝市下田西三丁目5-21-1,飲食店,0745-79-5431,https://www.sagami.co.jp/
Barba pizza  バルバピッツア,〒639-0231 奈良県香芝市下田西4丁目183－2,飲食店,0745-76-0777,http://www.barbapizza.favy.jp
株式会社  山本寿司本舗,〒639-0231 奈良県香芝市下田西1-11-10,飲食店,0745-76-2225,https://yamamotosushi.com/
日本料理  卯之庵,〒639-0232 奈良県香芝市下田東1-470,飲食店,0745-76-4416,http://www.unoan.com/
味苑,〒639-0236 奈良県香芝市磯壁３－１－１,飲食店,0745-76-2466,https://www.kashiba-misono.com/
珈琲処コメダ珈琲店香芝店,〒639-0242 奈良県香芝市北今市5丁目550-5,飲食店,0745-71-6511,https://www.komeda.co.jp/search/shopdetail.php?id=543
ふぐ政  香芝店,〒639-0242 奈良県香芝市北今市4丁目  313－1,飲食店,0745-77-5529,-
餃子の王将香芝店,〒639-0242 奈良県香芝市北今市6丁目336-1,飲食店,0745-79-0433,-
居酒や  つくし,〒639-0245 奈良県香芝市畑1154-5カーム  １F,飲食店,0745-78-3999,https://m.facebook.com/i.tsukushi
香芝畑2丁目食堂,〒639-0245 奈良県香芝市畑2-1459-1,飲食店,0745-71-1300,http://www.fujiofood.com/
四季,〒639-0251 奈良県香芝市逢坂８－１００－１,飲食店,0745-76-5248,-
相撲茶屋ちゃんこ  好の里,〒639-0255 奈良県香芝市関屋943-2,飲食店,0745-76-3424,http://yoshinosato.web.fc2.com
カフェ  風香,〒639-0256 奈良県香芝市高山台3丁目11-1,飲食店,0745-79-5067,-
豚烏,〒639-0264 奈良県香芝市今泉376-7,飲食店,0745-43-8983,-
旬のおさかな  玄,〒639-0264 奈良県香芝市今泉457-2,飲食店,0745-77-1829,https://hitosara.com/0006057700/
どうとんぼり神座  香芝店,〒639-0264 奈良県香芝市今泉408-3,飲食店,0745-77-8858,http://kamukura.co.jp
ベビーフェイスプラネッツ香芝店,〒639-0264 奈良県香芝市今泉65-3,飲食店,0745-77-5755,-
鶴橋風月香芝インター店,〒639-0264 奈良県香芝市今泉455-1,飲食店,0745-71-5311,https://fugetsu.jp/?shop=p135
焼肉はなぶさ,〒639-0265 奈良県香芝市上中52-4,飲食店,0745-76-8723,http://yakinikuhanabusa.jp
串カツダイニング  七福神,〒639-0265 奈良県香芝市上中784-1エイトビル,飲食店,0745-71-4188,https://kushikatsudiningshichifukujin.gorp.jp/
びっくりドンキー香芝店,〒639-0265 奈良県香芝市上中62-1-69-3,飲食店,0745-71-5750,https://www.bms-inc.co.jp/bms/franchise/shop.htm?L=BCSDetail&SF=1&ID=A70315495381
さん天  奈良香芝店,〒639-0265 奈良県香芝市上中774-1,飲食店,0745-51-3033,-
マクドナルド168香芝店,〒639-0265 奈良県香芝市上中７７７－１,飲食店,0745-78-9039,-
もんじゃ焼  山吉  香芝店,〒639-0265 奈良県香芝市上中116-1,飲食店,0745-76-7772,-
ガスト 香芝,〒639-0265 奈良県香芝市上中１３１－１,飲食店,0745-71-2552,-
焼肉  奈々味,〒639-0265 奈良県香芝市上中99-1,飲食店,0745-71-8853,https://www.yakiniku-nanami.com/
カレーハウスCoCo壱番屋  香芝インター店,〒639-0265 奈良県香芝市上中６２-１,飲食店,0745-71-5153,-
すき家  香芝ＩＣ店,〒639-0265 奈良県香芝市上中69-3,飲食店,0120-498-007,-
河童ラーメン  香芝店,〒639-0266 奈良県香芝市旭ヶ丘1-26-2,飲食店,0745-71-7007,http://kappa-hompo.co.jp/
あんどう,〒639-0266 奈良県香芝市旭ケ丘1-29-4,飲食店,0745-78-1151,-
洋食よだれ道,〒639-0266 奈良県香芝市旭ケ丘2-6-3,飲食店,0745-76-3739,-
釜めし  玉や,〒639-0276 奈良県葛城市當麻１２４２,飲食店,0745-48-5470,https://taima-tamaya.com
薬庵,〒639-0276 奈良県葛城市當麻1256-2,飲食店,0745-48-6810,-
炭火焼肉  武蔵,〒639-1001 奈良県大和郡山市九条町231-1,飲食店,0743-52-9634,-
喫茶ポケット,〒639-1007 奈良県大和郡山市南郡山町527-5,飲食店,0743-55-6808,-
八剣伝南郡山店,〒639-1007 奈良県大和郡山市南郡山町330,飲食店,0743-53-7557,-
小花寿司,〒639-1007 奈良県大和郡山市南郡山町237-15,飲食店,0743-54-2138,-
モスバーガー  近鉄郡山店,〒639-1007 奈良県大和郡山市南郡山町539-11YKビル1F,飲食店,0743-55-1588,https://www.mos.jp/shop/detail/01385/
和食さと  郡山店,〒639-1026 奈良県大和郡山市小林町王子560-2,飲食店,07435-9-1012,-
マクドナルド25号大和郡山店,〒639-1026 奈良県大和郡山市小林町560-1,飲食店,0743-58-4105,https://map.mcdonalds.co.jp/map/29536
しゃぶ葉 大和郡山,〒639-1026 奈良県大和郡山市小林町５６０－１,飲食店,0743-58-4677,-
海転寿司丸忠  アピタ大和郡山店,〒639-1028 奈良県大和郡山市田中町字宮西517番,飲食店,0743-52-8588,-
サーティーワンアイスクリーム  大和郡山店,〒639-1028 奈良県大和郡山市田中町888-4,飲食店,0743-52-2231,https://www.31ice.co.jp/
かつ屋  アピタ大和郡山店,〒639-1028 奈良県大和郡山市田中町５１７番地アピタ1F,飲食店,0743-54-2917,https://www.foods-japan.co.jp/company/
角栄家,〒639-1037 奈良県大和郡山市額田部北町547-3,飲食店,0743-84-6688,-
うなぎの川はら  大和郡山店,〒639-1042 奈良県大和郡山市小泉町2506-3,飲食店,0743-52-7545,http://unagino-kawahara.com/
居酒屋びぃだま,〒639-1042 奈良県大和郡山市小泉町東2-3-7吉野ビル,飲食店,0743-57-0567,-
CAFE&CURRY GiGi,〒639-1042 奈良県大和郡山市小泉町2838-3,飲食店,0743-85-7677,http://www.gigicurry.com
居酒屋  よしの,〒639-1042 奈良県大和郡山市小泉町531-1,飲食店,0743-57-3047,-
立ち飲み処  よしの,〒639-1042 奈良県大和郡山市小泉町353-4,飲食店,0743-53-6250,-
ご馳走うどん  おしどり。,〒639-1042 奈良県大和郡山市小泉町2880-1ウエストスプリング102,飲食店,0743-55-5685,-
地鶏やきとり  おしどり。小泉店,〒639-1042 奈良県大和郡山市小泉町671-137,飲食店,0743-54-3822,-
ステーキのどん大和郡山店,〒639-1045 奈良県大和郡山市小林町西3-1-7,飲食店,0743-57-2941,https://www.arcmeal.co.jp/
ワンカルビ大和郡山店,〒639-1045 奈良県大和郡山市小林町西3-1-28,飲食店,0743-56-1129,http://www.1dining.co.jp/
マクドナルド大和中央道郡山店,〒639-1052 奈良県大和郡山市外川町79-1,飲食店,0743-53-4778,https://map.mcdonalds.co.jp/map/29549
株式会社そば処御幸,〒639-1053 奈良県大和郡山市千日町37-1,飲食店,0743-58-2400,http://sobamiyuki.sakura.ne.jp/
Kitchen 萬次郎,〒639-1056 奈良県大和郡山市泉原町947-10,飲食店,0743-55-7601,-
うぶすなの郷 TOMIMOTO,〒639-1061 奈良県生駒郡安堵町東安堵1442,旅館・ホテル,0743-56-3855,https://www.and-tomimoto.jp/
カプリチョーザイオンモール大和郡山店,〒639-1101 奈良県大和郡山市下三橋町741イオンモール大和郡山1階,飲食店,0743-51-0141,http://capricciosa.com/
ミスタードーナツイオンモール大和郡山店,〒639-1101 奈良県大和郡山市下三橋町741,飲食店,0743-53-6888,-
すて～き  大和郡山店,〒639-1101 奈良県大和郡山市下三橋町741イオンモール大和郡山店  1F,飲食店,0743-58-1010,https://www.matsuya-gr.com/
サーティーワンアイスクリーム  イオンモール大和郡山店,〒639-1101 奈良県大和郡山市下三橋町741,飲食店,0743-54-0031,https://www.31ice.co.jp/
串家物語  イオンモール大和郡山,〒639-1101 奈良県大和郡山市下三橋町741イオンモール大和郡山 1F,飲食店,0743-58-1222,http://www.fujiofood.com/
フジオ軒  イオンモール大和郡山,〒639-1101 奈良県大和郡山市下三橋町741イオンモール大和郡山 1F,飲食店,0743-58-5621,http://www.fujiofood.com/
いきなりステーキ大和郡山店,〒639-1101 奈良県大和郡山市下三橋町741,飲食店,0743-51-2629,-
酒舟寿司,〒639-1102 奈良県大和郡山市上三橋町144-1,飲食店,0743-52-1529,https://ameblo.jp/break-10
鶴橋風月郡山大御門店,〒639-1103 奈良県大和郡山市美濃庄町23,飲食店,0743-54-7288,-
フジエダハウス,〒639-1106 奈良県大和郡山市大江町114-1,飲食店,0743-52-6686,https://www.fujieda-coffee.co.jp/cafe-house.html
松屋  Ｒ天理ＰＡ(下り線)店,〒639-1113 奈良県大和郡山市櫟枝町字三ノ坪195-1,飲食店,0743-58-3806,-
松屋  Ｒ天理ＰＡ(上り線)店,〒639-1114 奈良県大和郡山市新庄町字ウツキ田104-1,飲食店,0743-59-5003,-
マクドナルド大和郡山インター店,〒639-1115 奈良県大和郡山市横田町75,飲食店,0743-57-8724,https://map.mcdonalds.co.jp/map/29010
オランダ屋郡山店,〒639-1115 奈良県大和郡山市横田町591-3,飲食店,0743-56-6660,https://www.fujieda-coffee.co.jp/cafe-koriyama.html
博多長浜らーめん夢街道  大和郡山店,〒639-1115 奈良県大和郡山市横田町1187-2,飲食店,0743-57-6337,https://yumekaidou.com/
モスバーガー  大和郡山店,〒639-1115 奈良県大和郡山市横田町85-1,飲食店,0743-57-6677,https://www.mos.jp/shop/detail/00963/
caffegita,〒639-1121 奈良県大和郡山市杉町 207-6,飲食店,0743-57-6654,http://caffegita.com/home
わだいにんぐ麿,〒639-1123 奈良県大和郡山市筒井町746,飲食店,0743-57-3605,-
豚ホルモン串焼き・もつ鍋・R&R居酒屋ばんちゃん,〒639-1123 奈良県大和郡山市筒井町573-23,飲食店,0742-25-6700,-
ビッグボーイ 大和筒井,〒639-1123 奈良県大和郡山市筒井町531-1,飲食店,0743-23-0012,https://www.bigboyjapan.co.jp/
焼肉筒井,〒639-1123 奈良県大和郡山市筒井町７２７,飲食店,0743-56-2260,-
郡山筒井町食堂,〒639-1123 奈良県大和郡山市筒井町531-1,飲食店,0743-59-5277,http://www.fujiofood.com/
壽志屋,〒639-1123 奈良県大和郡山市筒井町741-3,飲食店,0743-56-0740,-
うなぎ  大門,〒639-1123 奈良県大和郡山市筒井町934-1サンビル1F,飲食店,0743-57-7234,-
鳥貴族 筒井駅前店,〒639-1123 奈良県大和郡山市筒井町747平川ビル・2階,飲食店,0743-86-4766,-
居酒屋  染太郎,〒639-1123 奈良県大和郡山市筒井町571-10,飲食店,0743-56-5789,-
地鶏やきとり  おしどり。筒井店,〒639-1123 奈良県大和郡山市筒井町699-1,飲食店,0743-57-2102,-
カレーハウスCoCo壱番屋  大和郡山筒井店,〒639-1123 奈良県大和郡山市筒井町５３１－１,飲食店,0743-57-9696,-
フレンチ＆イタリアンバル  Copine,〒639-1124 奈良県大和郡山市馬司町630-1カタヤマハイツ1F,飲食店,0743-57-0155,https://tabelog.com/nara/A2902/A290202/29008658/?lid=owner_rst-top-jitempo_pc
TORIオ〜ル,〒639-1133 奈良県大和郡山市高田口町40-2,飲食店,080-7724-3341,-
（株）いざかや一心,〒639-1134 奈良県大和郡山市柳２丁目15-1,飲食店,0743-55-7117,-
創作和食れすとらんばんか,〒639-1136 奈良県大和郡山市本庄町266-1,飲食店,0743-57-5030,-
串カツいざきゃ一心,〒639-1143 奈良県大和郡山市新紺屋町２－１,飲食店,0743-54-9414,-
サンプーペー,〒639-1146 奈良県大和郡山市北大工町12,飲食店,0743-52-2200,http://st-poupee.jp
季節料理翁,〒639-1148 奈良県大和郡山市紺屋町33-2,飲食店,0743-52-3646,http://okina-nara.com/
料理旅館  尾川,〒639-1150 奈良県大和郡山市雑穀町16,飲食店,0743-52-2162,https://ryouriryokan-ogawa.jp
彩り,〒639-1156 奈良県大和郡山市堺町18,飲食店,0743-20-0556,-
Le BENKEI,〒639-1160 奈良県大和郡山市北郡山町276-1,飲食店,0743-53-3588,https://www.benkei.ne.jp/
カフェ  R/B,〒639-1160 奈良県大和郡山市北郡山町276-1,飲食店,0743-53-3588,-
カフェレストラン・カステッロ,〒639-1160 奈良県大和郡山市北郡山町211-3,飲食店,0743-55-5586,-
北郡山食堂,〒639-1160 奈良県大和郡山市北郡山町145-2,飲食店,0743-51-1130,http://www.fujiofood.com/
びっくりドンキー大和新庄店,〒639-2102 奈良県葛城市東室149-1,飲食店,0745-69-0023,https://www.bms-inc.co.jp/bms/franchise/shop.htm?L=BCSDetail&SF=1&ID=A70315495441
餃子の王将大和新庄店,〒639-2102 奈良県葛城市東室149-1,飲食店,0745-69-9806,-
マクドナルド大和新庄店,〒639-2102 奈良県葛城市東室149-1,飲食店,0745-69-4384,https://map.mcdonalds.co.jp/map/29004
ガスト 大和新庄,〒639-2102 奈良県葛城市東室１４９－１,飲食店,0745-69-8004,-
活魚と日本料理  和楽心  新庄店,〒639-2113 奈良県葛城市北花内１７１－５,飲食店,0745-69-7868,https://tomoe-group.com/warakushin/
焼肉  あみ火や  新庄店,〒639-2113 奈良県葛城市北花内１７１－５,飲食店,0745-69-3003,http://amibiya.com/
和食さと  新庄西店,〒639-2113 奈良県葛城市北花内424-1,飲食店,07456-9-4871,-
四季の味さくら,〒639-2113 奈良県葛城市北花内261-5,飲食店,0745-69-8002,-
たけ鮓,〒639-2113 奈良県葛城市北花内36-9,飲食店,0745-69-3232,http://takezushi.com
焼肉  アジヨシ,〒639-2113 奈良県葛城市西室145-1,飲食店,0745-69-7778,https://www.yakiniku-nanami.com/ajiyoshi/
KASUYA奈良新庄店,〒639-2113 奈良県葛城市北花内４２３－４,飲食店,0745-69-0029,http://www.aburakasu.com
ごっつおや吾妻,〒639-2122 奈良県葛城市薑212-5,飲食店,0745-63-2662,-
奈良葛城食堂,〒639-2123 奈良県葛城市忍海486-1,飲食店,0745-64-0675,http://www.fujiofood.com/
来来亭新庄店,〒639-2126 奈良県葛城市北花内106―1来来亭新庄店,飲食店,0745-69-7112,-
あやとり,〒639-2126 奈良県葛城市南花内86番地7,飲食店,0745-69-7037,-
神々の宿る郷かつらぎの森,〒639-2135 奈良県葛城市寺口1096,飲食店,0745-69-6921,http://yado-katsuragi.com/
さんろく茶屋,〒639-2146 奈良県葛城市中戸370-3,飲食店,0745-69-9578,-
サロン＆カフェ  みとしの森,〒639-2262 奈良県御所市東持田町２６８,飲食店,080-6174-9485,-
柿の葉ずしヤマト御所店,〒639-2302 奈良県御所市東松本284-1,飲食店,0745-62-8010,http://www.kakinoha.com
マクドナルド御所ライフ店,〒639-2302 奈良県御所市東松本190御所ライフ,飲食店,0745-64-2104,https://map.mcdonalds.co.jp/map/29512
葛城高原ロッジ,〒639-2312 奈良県御所市櫛羅2569,旅館・ホテル,0745-62-5083,http://www.katsuragikougen.co.jp
大衆酒場ひげとアフロ,〒639-2429 奈良県香芝市瓦口2250-1笑美縁ビル,飲食店,0745-78-2429,-
柿の葉ずし総本家平宗 吉野本店,〒639-3113 奈良県吉野郡吉野町飯貝614,飲食店,0746-32-2053,http://www.hiraso.jp/store/
豆富茶屋  林,〒639-3115 奈良県吉野郡吉野町吉野山551,飲食店,0746-32-5681,http://www.yoshinoyama-tofu.jp/
西澤屋,〒639-3115 奈良県吉野郡吉野町吉野山９５１,飲食店,0746-32-8600,-
やっこ,〒639-3115 奈良県吉野郡吉野町吉野山543,飲食店,0746-32-3117,http://www.yakko-yoshinoyama.com
吉野温泉元湯,〒639-3115 奈良県吉野郡吉野町吉野山902-1,旅館・ホテル,0746-32-3061,http://www.motoyu-yoshino.com/#modal_2
初音,〒639-3115 奈良県吉野郡  吉野町  吉野山2682,飲食店,0746-32-8455,https://hatuneyoshino.jp/
ちゃつぼ    芳魂庵,〒639-3115 奈良県吉野郡吉野町吉野山550,飲食店,0746-32-8207,http://houkonan.jp/
千本楼,〒639-3115 奈良県吉野郡吉野町吉野山345,飲食店,0746-32-3036,-
静亭,〒639-3115 奈良県吉野郡吉野町吉野山952,飲食店,0746-32-3157,http://www.yosino-sizukatei.sakura.ne.jp/
山の駅,〒639-3115 奈良県吉野郡吉野町吉野山3388,飲食店,0746-32-3112,-
吉野荘  湯川屋,〒639-3115 奈良県吉野郡吉野町吉野山440,旅館・ホテル,0746-32-3004,http://www.yukawaya.com/
お食事処  はるかぜ,〒639-3115 奈良県吉野郡吉野町吉野山545-2,飲食店,0746-32-3830,-
TSUJIMURA&cafe kiton,〒639-3115 奈良県吉野郡吉野町吉野山950,飲食店,0746-32-3032,https://tsujimura-yoshino.com
御食事処  花屋,〒639-3115 奈良県吉野郡吉野町吉野山368,飲食店,0746-32-5083,-
朝日館,〒639-3115 奈良県吉野郡吉野町吉野山964,飲食店,0746-32-3106,-
うなぎ屋  太鼓判,〒639-3115 奈良県吉野郡吉野町吉野山1278,飲食店,0746-32-3071,http://www.unagi-taikoban.com/
匠の聚,〒639-3541 奈良県吉野郡川上村東川135,その他サービス業,0746-53-2381,http://www.takuminomura.gr.jp
お好み焼き  いか焼き  杉,〒639-3553 奈良県吉野郡川上村迫688-6,飲食店,0746-52-0727,-
ホテル杉の湯,〒639-3553 奈良県吉野郡川上村迫695,旅館・ホテル,0746-52-0006,http://www.suginoyu.com/
レストラン山吹,〒639-3553 奈良県吉野郡川上村迫695,飲食店,0746-52-0006,http://www.suginoyu.com/
